区分,薬価基準収載医薬品コード,成分名,規格,Unnamed: 4,Unnamed: 5,Unnamed: 6,品名,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考
外用薬,1329705Q1018,ケトチフェンフマル酸塩,６．０４８ｍｇ８ｍＬ１瓶,,,,ケトチフェンフマル酸塩６．０４８ｍｇ８ｍＬ点鼻液,,後発品,,,231.0,,
外用薬,1329705Q1298,ケトチフェンフマル酸塩,６．０４８ｍｇ８ｍＬ１瓶,,,,ザジテン点鼻液０．０５％,サンファーマ,,先発品,○,408.8,,
外用薬,1329706Q1012,オフロキサシン,３ｍｇ１ｍＬ,,,,オフロキサシン３ｍｇ１ｍＬ点耳液,,,,,48.5,,
外用薬,1329706Q1039,オフロキサシン,３ｍｇ１ｍＬ,,,,タリビッド耳科用液０．３％,アルフレッサファーマ,,先発品,,111.2,,
外用薬,1329707Q1076,フルチカゾンプロピオン酸エステル,２．０４ｍｇ４ｍＬ１瓶,,,,フルチカゾン点鼻液５０μｇ「サワイ」２８噴霧用,沢井製薬,★,,,415.7,,
外用薬,1329707Q1181,フルチカゾンプロピオン酸エステル,２．０４ｍｇ４ｍＬ１瓶,,,,フルナーゼ点鼻液５０μｇ２８噴霧用,グラクソ・スミスクライン,,先発品,○,352.3,R8.3.31まで,
外用薬,1329707Q1254,フルチカゾンプロピオン酸エステル,２．０４ｍｇ４ｍＬ１瓶,,,,フルチカゾン点鼻液５０μｇ「杏林」２８噴霧用,キョーリンリメディオ,★,,,415.7,,
外用薬,1329707Q1289,フルチカゾンプロピオン酸エステル,２．０４ｍｇ４ｍＬ１瓶,,,,フルチカゾン点鼻液５０μｇ「三和」２８噴霧用,三和化学研究所,後発品,,,285.2,,
外用薬,1329707Q1297,フルチカゾンプロピオン酸エステル,２．０４ｍｇ４ｍＬ１瓶,,,,フルチカゾンプロピオン酸エステル点鼻液５０μｇ「ＣＥＯ」２８噴霧用,セオリアファーマ,後発品,,,285.2,R7.9.30まで,
外用薬,1329707Q1319,フルチカゾンプロピオン酸エステル,２．０４ｍｇ４ｍＬ１瓶,,,,フルチカゾンプロピオン酸エステル点鼻液５０μｇ「ＪＧ」２８噴霧用,長生堂製薬,後発品,,,285.2,R8.3.31まで,
外用薬,1329707Q1327,フルチカゾンプロピオン酸エステル,２．０４ｍｇ４ｍＬ１瓶,,,,フルチカゾンプロピオン酸エステル点鼻液５０μｇ「トーワ」２８噴霧用,東和薬品,後発品,,,308.7,,
外用薬,1329707Q2030,フルチカゾンプロピオン酸エステル,２．０４ｍｇ４ｍＬ１瓶,,,,小児用フルナーゼ点鼻液２５μｇ５６噴霧用,グラクソ・スミスクライン,,先発品,,316.8,R8.3.31まで,
外用薬,1329707Q2064,フルチカゾンプロピオン酸エステル,２．０４ｍｇ４ｍＬ１瓶,,,,フルチカゾン点鼻液２５μｇ小児用「サワイ」５６噴霧用,沢井製薬,★,,,416.6,,
外用薬,1329707Q2099,フルチカゾンプロピオン酸エステル,２．０４ｍｇ４ｍＬ１瓶,,,,フルチカゾン点鼻液２５μｇ小児用「杏林」５６噴霧用,キョーリンリメディオ,★,,,416.6,,
外用薬,1329707Q3010,フルチカゾンプロピオン酸エステル,４．０８ｍｇ８ｍＬ１瓶,,,,フルチカゾンプロピオン酸エステル４．０８ｍｇ８ｍＬ点鼻液,,後発品,,,436.3,R8.3.31まで,
外用薬,1329707Q3052,フルチカゾンプロピオン酸エステル,４．０８ｍｇ８ｍＬ１瓶,,,,フルナーゼ点鼻液５０μｇ５６噴霧用,グラクソ・スミスクライン,,先発品,○,557.0,R8.3.31まで,
外用薬,1329707Q3117,フルチカゾンプロピオン酸エステル,４．０８ｍｇ８ｍＬ１瓶,,,,フルチカゾン点鼻液５０μｇ「サワイ」５６噴霧用,沢井製薬,★,,,614.4,,
外用薬,1329707Q3206,フルチカゾンプロピオン酸エステル,４．０８ｍｇ８ｍＬ１瓶,,,,フルチカゾン点鼻液５０μｇ「杏林」５６噴霧用,キョーリンリメディオ,後発品,,,474.1,,
外用薬,1329707Q3230,フルチカゾンプロピオン酸エステル,４．０８ｍｇ８ｍＬ１瓶,,,,フルチカゾン点鼻液５０μｇ「三和」５６噴霧用,三和化学研究所,後発品,,,474.1,,
外用薬,1329707Q3249,フルチカゾンプロピオン酸エステル,４．０８ｍｇ８ｍＬ１瓶,,,,フルチカゾンプロピオン酸エステル点鼻液５０μｇ「ＣＥＯ」５６噴霧用,セオリアファーマ,後発品,,,474.1,R7.9.30まで,
外用薬,1329707Q3257,フルチカゾンプロピオン酸エステル,４．０８ｍｇ８ｍＬ１瓶,,,,フルチカゾンプロピオン酸エステル点鼻液５０μｇ「ＤＳＰ」５６噴霧用,東興薬品工業,後発品,,,474.1,,
外用薬,1329707Q3265,フルチカゾンプロピオン酸エステル,４．０８ｍｇ８ｍＬ１瓶,,,,フルチカゾンプロピオン酸エステル点鼻液５０μｇ「トーワ」５６噴霧用,東和薬品,後発品,,,474.1,,
外用薬,1329707Q4032,フルチカゾンプロピオン酸エステル,８．１６ｍｇ１６ｍＬ１瓶,,,,フルチカゾンプロピオン酸エステル点鼻液５０μｇ「日本臓器」１１２噴霧用,日本臓器製薬,後発品,,,850.6,,
外用薬,1329708Q1038,レボカバスチン塩酸塩,０．０２５％１５ｍＬ１瓶,,,,リボスチン点鼻液０．０２５ｍｇ１１２噴霧用,日本新薬,,先発品,,489.6,,
外用薬,1329709Q1032,塩酸ロメフロキサシン,０．３％１ｍＬ,,,,ロメフロン耳科用液０．３％,千寿製薬,,先発品,,113.1,,
外用薬,1329710Q1027,モメタゾンフランカルボン酸エステル水和物,５ｍｇ１０ｇ１瓶,,,,ナゾネックス点鼻液５０μｇ５６噴霧用,オルガノン,,先発品,○,760.5,,
外用薬,1329710Q1035,モメタゾンフランカルボン酸エステル水和物,５ｍｇ１０ｇ１瓶,,,,モメタゾン点鼻液５０μｇ「杏林」５６噴霧用,キョーリンリメディオ,後発品,,,418.0,,
外用薬,1329710Q1043,モメタゾンフランカルボン酸エステル水和物,５ｍｇ１０ｇ１瓶,,,,モメタゾン点鼻液５０μｇ「ＣＥＯ」５６噴霧用,東亜薬品,後発品,,,370.5,R8.3.31まで,
外用薬,1329710Q1051,モメタゾンフランカルボン酸エステル水和物,５ｍｇ１０ｇ１瓶,,,,モメタゾン点鼻液５０μｇ「ＪＧ」５６噴霧用,日本ジェネリック,後発品,,,401.1,,
外用薬,1329710Q1060,モメタゾンフランカルボン酸エステル水和物,５ｍｇ１０ｇ１瓶,,,,モメタゾン点鼻液５０μｇ「タカタ」５６噴霧用,高田製薬,後発品,,,418.0,,
外用薬,1329710Q1078,モメタゾンフランカルボン酸エステル水和物,５ｍｇ１０ｇ１瓶,,,,モメタゾン点鼻液５０μｇ「トーワ」５６噴霧用,東和薬品,後発品,,,401.1,,
外用薬,1329710Q1086,モメタゾンフランカルボン酸エステル水和物,５ｍｇ１０ｇ１瓶,,,,モメタゾン点鼻液５０μｇ「ニットー」５６噴霧用,日東メディック,後発品,,,370.5,,
外用薬,1329710Q2023,モメタゾンフランカルボン酸エステル水和物,９ｍｇ１８ｇ１瓶,,,,ナゾネックス点鼻液５０μｇ１１２噴霧用,オルガノン,,先発品,○,1417.2,,
外用薬,1329710Q2031,モメタゾンフランカルボン酸エステル水和物,９ｍｇ１８ｇ１瓶,,,,モメタゾン点鼻液５０μｇ「杏林」１１２噴霧用,キョーリンリメディオ,後発品,,,808.6,,
外用薬,1329710Q2040,モメタゾンフランカルボン酸エステル水和物,９ｍｇ１８ｇ１瓶,,,,モメタゾン点鼻液５０μｇ「ＣＥＯ」１１２噴霧用,東亜薬品,後発品,,,808.6,R8.3.31まで,
外用薬,1329710Q2058,モメタゾンフランカルボン酸エステル水和物,９ｍｇ１８ｇ１瓶,,,,モメタゾン点鼻液５０μｇ「ＪＧ」１１２噴霧用,日本ジェネリック,後発品,,,922.7,,
外用薬,1329710Q2066,モメタゾンフランカルボン酸エステル水和物,９ｍｇ１８ｇ１瓶,,,,モメタゾン点鼻液５０μｇ「タカタ」１１２噴霧用,高田製薬,後発品,,,808.6,,
外用薬,1329710Q2074,モメタゾンフランカルボン酸エステル水和物,９ｍｇ１８ｇ１瓶,,,,モメタゾン点鼻液５０μｇ「トーワ」１１２噴霧用,東和薬品,後発品,,,922.7,,
外用薬,1329710Q2082,モメタゾンフランカルボン酸エステル水和物,９ｍｇ１８ｇ１瓶,,,,モメタゾン点鼻液５０μｇ「ニットー」１１２噴霧用,日東メディック,後発品,,,808.6,,
外用薬,1329710Q3020,モメタゾンフランカルボン酸エステル水和物,３．５ｍｇ７ｇ１瓶,,,,モメタゾン点鼻液５０μｇ「ＭＹＬ」５６噴霧用,東興薬品工業,後発品,,,401.1,,
外用薬,1329710Q4026,モメタゾンフランカルボン酸エステル水和物,６．５ｍｇ１３ｇ１瓶,,,,モメタゾン点鼻液５０μｇ「ＭＹＬ」１１２噴霧用,東興薬品工業,後発品,,,808.6,,
外用薬,1329711Q1021,フルチカゾンフランカルボン酸エステル,３ｍｇ６ｇ１キット,,,,アラミスト点鼻液２７．５μｇ５６噴霧用,グラクソ・スミスクライン,,先発品,○,915.1,,
外用薬,1329711Q1030,フルチカゾンフランカルボン酸エステル,３ｍｇ６ｇ１キット,,,,フルチカゾンフランカルボン酸エステル点鼻液２７．５μｇ「武田テバ」５６噴霧用,Ｔ’ｓファーマ,後発品,,,559.4,,
外用薬,1329711Q2028,フルチカゾンフランカルボン酸エステル,５ｍｇ１０ｇ１キット,,,,アラミスト点鼻液２７．５μｇ１２０噴霧用,グラクソ・スミスクライン,,先発品,○,1807.0,,
外用薬,1329711Q2036,フルチカゾンフランカルボン酸エステル,５ｍｇ１０ｇ１キット,,,,フルチカゾンフランカルボン酸エステル点鼻液２７．５μｇ「武田テバ」１２０噴霧用,Ｔ’ｓファーマ,後発品,,,1134.7,,
外用薬,1329711Q3024,フルチカゾンフランカルボン酸エステル,３ｍｇ６ｇ１瓶,,,,フルチカゾンフランカルボン酸エステル点鼻液２７．５μｇ「杏林」５６噴霧用,キョーリンリメディオ,後発品,,,459.7,,
外用薬,1329711Q3032,フルチカゾンフランカルボン酸エステル,３ｍｇ６ｇ１瓶,,,,フルチカゾンフランカルボン酸エステル点鼻液２７．５μｇ「タカタ」５６噴霧用,高田製薬,後発品,,,459.7,,
外用薬,1329711Q3040,フルチカゾンフランカルボン酸エステル,３ｍｇ６ｇ１瓶,,,,フルチカゾンフランカルボン酸エステル点鼻液２７．５μｇ「トーワ」５６噴霧用,東和薬品,後発品,,,459.7,,
外用薬,1329711Q3059,フルチカゾンフランカルボン酸エステル,３ｍｇ６ｇ１瓶,,,,フルチカゾンフランカルボン酸エステル点鼻液２７．５μｇ「ニットー」５６噴霧用,日東メディック,後発品,,,459.7,,
外用薬,1329711Q4020,フルチカゾンフランカルボン酸エステル,５ｍｇ１０ｇ１瓶,,,,フルチカゾンフランカルボン酸エステル点鼻液２７．５μｇ「杏林」１２０噴霧用,キョーリンリメディオ,後発品,,,949.9,,
外用薬,1329711Q4039,フルチカゾンフランカルボン酸エステル,５ｍｇ１０ｇ１瓶,,,,フルチカゾンフランカルボン酸エステル点鼻液２７．５μｇ「タカタ」１２０噴霧用,高田製薬,後発品,,,949.9,,
外用薬,1329711Q4047,フルチカゾンフランカルボン酸エステル,５ｍｇ１０ｇ１瓶,,,,フルチカゾンフランカルボン酸エステル点鼻液２７．５μｇ「トーワ」１２０噴霧用,東和薬品,後発品,,,949.9,,
外用薬,1329711Q4055,フルチカゾンフランカルボン酸エステル,５ｍｇ１０ｇ１瓶,,,,フルチカゾンフランカルボン酸エステル点鼻液２７．５μｇ「ニットー」１２０噴霧用,日東メディック,後発品,,,949.9,,
外用薬,1329712A1028,デキサメタゾンシペシル酸エステル,４００μｇ１カプセル,,,,エリザスカプセル外用４００μｇ,日本新薬,,先発品,,58.2,,
外用薬,1329712R1021,デキサメタゾンシペシル酸エステル,５．６ｍｇ１瓶,,,,エリザス点鼻粉末２００μｇ２８噴霧用,日本新薬,,先発品,,799.8,,
外用薬,1329713X1025,トラフェルミン（遺伝子組換え）,１セット,,,,リティンパ耳科用２５０μｇセット,ノーベルファーマ,,先発品,,32628.8,,
外用薬,1329714Q1025,レボフロキサシン水和物,１．５％５ｍＬ１瓶,,,,コムレクス耳科用液１．５％,セオリアファーマ,,先発品,,1568.1,,
外用薬,1329800X1034,塩酸テトラヒドロゾリン・プレドニゾロン,１ｍＬ,,,,コールタイジン点鼻液,陽進堂,,,,7.5,,
外用薬,2149700S1027,ビソプロロール,４ｍｇ１枚,,,,ビソノテープ４ｍｇ,トーアエイヨー,,先発品,,57.0,,
外用薬,2149700S2023,ビソプロロール,８ｍｇ１枚,,,,ビソノテープ８ｍｇ,トーアエイヨー,,先発品,,75.0,,
外用薬,2149700S3020,ビソプロロール,２ｍｇ１枚,,,,ビソノテープ２ｍｇ,トーアエイヨー,,先発品,,41.5,,
外用薬,2160700Q1027,スマトリプタン,２０ｍｇ０．１ｍＬ１個,,,,イミグラン点鼻液２０,グラクソ・スミスクライン,,先発品,,466.1,,
外用薬,2171700R1034,硝酸イソソルビド,１６３．５ｍｇ１０ｇ１瓶,,,,ニトロールスプレー１．２５ｍｇ,エーザイ,,先発品,,834.3,,
外用薬,2171700S1010,硝酸イソソルビド,４０ｍｇ１枚,,,,硝酸イソソルビド（４０ｍｇ）貼付剤,,後発品,,,22.2,,
外用薬,2171700S1095,硝酸イソソルビド,４０ｍｇ１枚,,,,フランドルテープ４０ｍｇ,トーアエイヨー,,先発品,○,38.4,,
外用薬,2171700S1150,硝酸イソソルビド,４０ｍｇ１枚,,,,硝酸イソソルビドテープ４０ｍｇ「サワイ」,沢井製薬,後発品,,,32.2,,
外用薬,2171700S1168,硝酸イソソルビド,４０ｍｇ１枚,,,,硝酸イソソルビドテープ４０ｍｇ「テイコク」,帝國製薬,後発品,,,32.2,,
外用薬,2171700S1176,硝酸イソソルビド,４０ｍｇ１枚,,,,硝酸イソソルビドテープ４０ｍｇ「東光」,東光薬品工業,後発品,,,33.6,,
外用薬,2171701R4038,ニトログリセリン,０．６５％７．２ｇ１缶,,,,ミオコールスプレー０．３ｍｇ,トーアエイヨー,,先発品,,1053.2,,
外用薬,2171701S2037,ニトログリセリン,（２５ｍｇ）１０ｃ㎡１枚,,,,ニトロダームＴＴＳ２５ｍｇ,サンファーマ,,先発品,,42.2,,
外用薬,2171701S6040,ニトログリセリン,（２７ｍｇ）９．６ｃ㎡１枚,,,,ニトログリセリンテープ２７ｍｇ「トーワ」,東和薬品,★,,,52.7,,
外用薬,2171701S7055,ニトログリセリン,（２７ｍｇ）１４ｃ㎡１枚,,,,バソレーターテープ２７ｍｇ,三和化学研究所,,先発品,,40.8,,
外用薬,2171701S7071,ニトログリセリン,（２７ｍｇ）１４ｃ㎡１枚,,,,ミニトロテープ２７ｍｇ,キョーリンリメディオ,,先発品,,49.5,,
外用薬,2179700X1015,亜硝酸アミル,０．２５ｍＬ１管,局,,,亜硝酸アミル,,,,,793.1,,
外用薬,2190702G1020,トレプロスチニル,１．７４ｍｇ２．９ｍＬ１管,,,,トレプロスト吸入液１．７４ｍｇ,持田製薬,,先発品,,21751.3,,
外用薬,2219700G1039,肺サーファクタント,１２０ｍｇ１瓶,,,,サーファクテン気管注入用１２０ｍｇ,富士製薬工業,,先発品,,57843.7,,
外用薬,2233700G2034,アセチルシステイン,１７．６２％２ｍＬ１包,,,,ムコフィリン吸入液２０％,アルフレッサファーマ,,,,40.7,,
外用薬,2234700G1019,ブロムヘキシン塩酸塩,０．２％１ｍＬ,,,,ブロムヘキシン塩酸塩０．２％吸入液,,後発品,,,5.6,,
外用薬,2252700G1025,ｄｌ－イソプレナリン塩酸塩,０．５％１ｍＬ,,,,アスプール液（０．５％）,アルフレッサファーマ,,,,17.4,,
外用薬,2252704G2020,フェノテロール臭化水素酸塩,２０ｍｇ１０ｍＬ１瓶,,,,ベロテックエロゾル１００,日本ベーリンガーインゲルハイム,,先発品,,354.6,,
外用薬,2254700G2034,サルブタモール硫酸塩,０．５％１ｍＬ,,,,ベネトリン吸入液０．５％,グラクソ・スミスクライン,,先発品,,15.8,,
外用薬,2254700G4037,サルブタモール硫酸塩,０．１６％１３．５ｍＬ１瓶,,,,サルタノールインヘラー１００μｇ,グラクソ・スミスクライン,,先発品,,454.5,,
外用薬,2259700G1034,トリメトキノール塩酸塩水和物,０．５％１ｍＬ,,,,イノリン吸入液０．５％,ニプロ,,先発品,,28.2,,
外用薬,2259701G1063,クロモグリク酸ナトリウム,１％２ｍＬ１管,,,,インタール吸入液１％,サノフィ,,先発品,,25.9,,
外用薬,2259701G1071,クロモグリク酸ナトリウム,１％２ｍＬ１管,,,,クロモグリク酸Ｎａ吸入液１％「サワイ」,沢井製薬,★,,,32.9,,
外用薬,2259702G2021,イプラトロピウム臭化物水和物,４．２０ｍｇ１０ｍＬ１瓶,,,,アトロベントエロゾル２０μｇ,帝人ファーマ,,先発品,,581.1,,
外用薬,2259703G9020,ベクロメタゾンプロピオン酸エステル,７ｍｇ８．７ｇ１瓶,,,,キュバール５０エアゾール,住友ファーマ,,先発品,,1354.4,,
外用薬,2259703Y1025,ベクロメタゾンプロピオン酸エステル,１５ｍｇ８．７ｇ１瓶,,,,キュバール１００エアゾール,住友ファーマ,,先発品,,1732.2,,
外用薬,2259704G1032,プロカテロール塩酸塩水和物,０．０１％１ｍＬ,,,,メプチン吸入液０．０１％,大塚製薬,,先発品,,26.1,,
外用薬,2259704G5020,プロカテロール塩酸塩水和物,０．０１％０．３ｍＬ１個,,,,メプチン吸入液ユニット０．３ｍＬ,大塚製薬,,先発品,,25.0,,
外用薬,2259704G6026,プロカテロール塩酸塩水和物,０．０１％０．５ｍＬ１個,,,,メプチン吸入液ユニット０．５ｍＬ,大塚製薬,,先発品,,25.6,,
外用薬,2259704G8037,プロカテロール塩酸塩水和物,０．０１４３％２．５ｍＬ１キット,,,,メプチンキッドエアー５μｇ吸入１００回,大塚製薬,,先発品,,922.0,,
外用薬,2259704G9033,プロカテロール塩酸塩水和物,０．０１４３％５ｍＬ１キット,,,,メプチンエアー１０μｇ吸入１００回,大塚製薬,,先発品,,1060.9,,
外用薬,2259704Y1020,プロカテロール塩酸塩水和物,１ｍｇ１キット,,,,メプチンスイングヘラー１０μｇ吸入１００回,大塚製薬,,先発品,,1377.5,,
外用薬,2259707S1012,ツロブテロール,０．５ｍｇ１枚,,,,ツロブテロール（０．５ｍｇ）貼付剤,,後発品,,,12.7,,
外用薬,2259707S1020,ツロブテロール,０．５ｍｇ１枚,局,,,ホクナリンテープ０．５ｍｇ,ヴィアトリス製薬,,先発品,○,19.3,,
外用薬,2259707S1063,ツロブテロール,０．５ｍｇ１枚,局,,,ツロブテロールテープ０．５ｍｇ「ＱＱ」,救急薬品工業,後発品,,,13.3,,
外用薬,2259707S1071,ツロブテロール,０．５ｍｇ１枚,局,,,ツロブテロールテープ０．５ｍｇ「サワイ」,沢井製薬,★,,,22.9,,
外用薬,2259707S1136,ツロブテロール,０．５ｍｇ１枚,局,,,ツロブテロールテープ０．５ｍｇ「テイコク」,帝國製薬,後発品,,,14.9,,
外用薬,2259707S1187,ツロブテロール,０．５ｍｇ１枚,局,,,ツロブテロールテープ０．５ｍｇ「ＹＰ」,祐徳薬品工業,後発品,,,13.3,,
外用薬,2259707S1195,ツロブテロール,０．５ｍｇ１枚,局,,,ツロブテロールテープ０．５ｍｇ「タカタ」,高田製薬,後発品,,,13.3,,
外用薬,2259707S1209,ツロブテロール,０．５ｍｇ１枚,局,,,ツロブテロールテープ０．５ｍｇ「トーワ」,東和薬品,後発品,,,14.9,,
外用薬,2259707S1217,ツロブテロール,０．５ｍｇ１枚,局,,,ツロブテロールテープ０．５ｍｇ「久光」,久光製薬,後発品,,,13.3,,
外用薬,2259707S2019,ツロブテロール,１ｍｇ１枚,,,,ツロブテロール（１ｍｇ）貼付剤,,後発品,,,15.0,,
外用薬,2259707S2027,ツロブテロール,１ｍｇ１枚,局,,,ホクナリンテープ１ｍｇ,ヴィアトリス製薬,,先発品,○,26.0,,
外用薬,2259707S2060,ツロブテロール,１ｍｇ１枚,局,,,ツロブテロールテープ１ｍｇ「ＱＱ」,救急薬品工業,後発品,,,18.8,,
外用薬,2259707S2078,ツロブテロール,１ｍｇ１枚,局,,,ツロブテロールテープ１ｍｇ「サワイ」,沢井製薬,後発品,,,22.8,,
外用薬,2259707S2124,ツロブテロール,１ｍｇ１枚,局,,,ツロブテロールテープ１「オーハラ」,大原薬品工業,後発品,,,18.8,,
外用薬,2259707S2132,ツロブテロール,１ｍｇ１枚,局,,,ツロブテロールテープ１ｍｇ「テイコク」,帝國製薬,後発品,,,20.8,,
外用薬,2259707S2183,ツロブテロール,１ｍｇ１枚,局,,,ツロブテロールテープ１ｍｇ「ＹＰ」,祐徳薬品工業,後発品,,,18.8,,
外用薬,2259707S2191,ツロブテロール,１ｍｇ１枚,局,,,ツロブテロールテープ１ｍｇ「タカタ」,高田製薬,後発品,,,18.8,,
外用薬,2259707S2205,ツロブテロール,１ｍｇ１枚,局,,,ツロブテロールテープ１ｍｇ「トーワ」,東和薬品,後発品,,,20.8,,
外用薬,2259707S2213,ツロブテロール,１ｍｇ１枚,局,,,ツロブテロールテープ１ｍｇ「久光」,久光製薬,後発品,,,18.8,,
外用薬,2259707S3015,ツロブテロール,２ｍｇ１枚,,,,ツロブテロール（２ｍｇ）貼付剤,,後発品,,,22.5,,
外用薬,2259707S3023,ツロブテロール,２ｍｇ１枚,局,,,ホクナリンテープ２ｍｇ,ヴィアトリス製薬,,先発品,○,39.0,,
外用薬,2259707S3066,ツロブテロール,２ｍｇ１枚,局,,,ツロブテロールテープ２ｍｇ「ＱＱ」,救急薬品工業,後発品,,,26.4,,
外用薬,2259707S3074,ツロブテロール,２ｍｇ１枚,局,,,ツロブテロールテープ２ｍｇ「サワイ」,沢井製薬,後発品,,,31.9,,
外用薬,2259707S3120,ツロブテロール,２ｍｇ１枚,局,,,ツロブテロールテープ２「オーハラ」,大原薬品工業,後発品,,,26.4,,
外用薬,2259707S3139,ツロブテロール,２ｍｇ１枚,局,,,ツロブテロールテープ２ｍｇ「テイコク」,帝國製薬,後発品,,,29.0,,
外用薬,2259707S3180,ツロブテロール,２ｍｇ１枚,局,,,ツロブテロールテープ２ｍｇ「ＹＰ」,祐徳薬品工業,後発品,,,26.4,,
外用薬,2259707S3198,ツロブテロール,２ｍｇ１枚,局,,,ツロブテロールテープ２ｍｇ「タカタ」,高田製薬,後発品,,,29.0,,
外用薬,2259707S3201,ツロブテロール,２ｍｇ１枚,局,,,ツロブテロールテープ２ｍｇ「トーワ」,東和薬品,後発品,,,29.0,,
外用薬,2259707S3210,ツロブテロール,２ｍｇ１枚,局,,,ツロブテロールテープ２ｍｇ「久光」,久光製薬,後発品,,,26.4,,
外用薬,2259708G3025,サルメテロールキシナホ酸塩,５０μｇ６０ブリスター１キット,,,,セレベント５０ディスカス,グラクソ・スミスクライン,,先発品,,1850.8,,
外用薬,2259709G1027,チオトロピウム臭化物水和物,１８μｇ１カプセル,,,,スピリーバ吸入用カプセル１８μｇ,日本ベーリンガーインゲルハイム,,先発品,,99.6,,
外用薬,2259709G2023,チオトロピウム臭化物水和物,１５０μｇ１キット,,,,スピリーバ２．５μｇレスピマット６０吸入,日本ベーリンガーインゲルハイム,,先発品,,3100.9,,
外用薬,2259709G3020,チオトロピウム臭化物水和物,７５μｇ１キット,,,,スピリーバ１．２５μｇレスピマット６０吸入,日本ベーリンガーインゲルハイム,,先発品,,1766.5,,
外用薬,2259710G1020,インダカテロールマレイン酸塩,１５０μｇ１カプセル,,,,オンブレス吸入用カプセル１５０μｇ,ノバルティス　ファーマ,,先発品,,125.4,,
外用薬,2259711G1024,ホルモテロールフマル酸塩水和物,２５２μｇ１キット（９μｇ）,,,,オーキシス９μｇタービュヘイラー２８吸入,アストラゼネカ,,先発品,,1058.9,,
外用薬,2259711G2020,ホルモテロールフマル酸塩水和物,５４０μｇ１キット（９μｇ）,,,,オーキシス９μｇタービュヘイラー６０吸入,アストラゼネカ,,先発品,,2219.3,,
外用薬,2259712G1029,グリコピロニウム臭化物,５０μｇ１カプセル,,,,シーブリ吸入用カプセル５０μｇ,ノバルティス　ファーマ,,先発品,,124.3,,
外用薬,2259713G1023,アクリジニウム臭化物,３０吸入１キット,,,,エクリラ４００μｇジェヌエア３０吸入用,杏林製薬,,先発品,,2233.7,,
外用薬,2259713G2020,アクリジニウム臭化物,６０吸入１キット,,,,エクリラ４００μｇジェヌエア６０吸入用,杏林製薬,,先発品,,4157.6,,
外用薬,2259714G1028,ウメクリジニウム臭化物,７吸入１キット,,,,エンクラッセ６２．５μｇエリプタ７吸入用,グラクソ・スミスクライン,,先発品,,1051.1,,
外用薬,2259714G2024,ウメクリジニウム臭化物,３０吸入１キット,,,,エンクラッセ６２．５μｇエリプタ３０吸入用,グラクソ・スミスクライン,,先発品,,4016.2,,
外用薬,2259800J1030,ｄｌ－メチルエフェドリン塩酸塩・ジプロフィリン,１個,,,,アニスーマ坐剤,長生堂製薬,,,,20.9,,
外用薬,2259801X1037,チロキサポール,０．１２５％１ｍＬ,,,,アレベール吸入用溶解液０．１２５％,アルフレッサファーマ,,,,5.2,,
外用薬,2259805G1027,インダカテロールマレイン酸塩・グリコピロニウム臭化物,１カプセル,,,,ウルティブロ吸入用カプセル,ノバルティス　ファーマ,,先発品,,160.6,,
外用薬,2259806G1021,ウメクリジニウム臭化物・ビランテロールトリフェニル酢酸塩,７吸入１キット,,,,アノーロエリプタ７吸入用,グラクソ・スミスクライン,,先発品,,1412.8,,
外用薬,2259806G2028,ウメクリジニウム臭化物・ビランテロールトリフェニル酢酸塩,３０吸入１キット,,,,アノーロエリプタ３０吸入用,グラクソ・スミスクライン,,先発品,,5445.1,,
外用薬,2259807G1026,チオトロピウム臭化物水和物・オロダテロール塩酸塩,２８吸入１キット,,,,スピオルトレスピマット２８吸入,日本ベーリンガーインゲルハイム,,先発品,,2866.0,,
外用薬,2259807G2022,チオトロピウム臭化物水和物・オロダテロール塩酸塩,６０吸入１キット,,,,スピオルトレスピマット６０吸入,日本ベーリンガーインゲルハイム,,先発品,,5353.8,,
外用薬,2259808G2027,グリコピロニウム臭化物・ホルモテロールフマル酸塩水和物,１２０吸入１キット,,,,ビベスピエアロスフィア１２０吸入,アストラゼネカ,,先発品,,5561.5,,
外用薬,2260700B1119,アズレンスルホン酸ナトリウム水和物,０．４％１ｇ,,,,アズレン含嗽用散０．４％「トーワ」,東和薬品,後発品,,,6.7,,
外用薬,2260700C1149,アズレンスルホン酸ナトリウム水和物,０．４％１ｇ,,,,アズレン含嗽用顆粒０．４％「ツルハラ」,鶴原製薬,後発品,,,6.7,,
外用薬,2260700F1021,アズレンスルホン酸ナトリウム水和物,４％１ｍＬ,,,,アズノールうがい液４％,ロートニッテン,後発品,,,24.3,,
外用薬,2260700F1056,アズレンスルホン酸ナトリウム水和物,４％１ｍＬ,,,,アズレイうがい液４％,ジーシー昭和薬品,後発品,,,26.9,,
外用薬,2260700F1102,アズレンスルホン酸ナトリウム水和物,４％１ｍＬ,,,,アズレンうがい液４％「ケンエー」,健栄製薬,後発品,,,24.3,,
外用薬,2260700F1137,アズレンスルホン酸ナトリウム水和物,４％１ｍＬ,,,,アズレンうがい液４％「ＴＳＵ」,鶴原製薬,後発品,,,26.9,,
外用薬,2260700F1145,アズレンスルホン酸ナトリウム水和物,４％１ｍＬ,,,,アズレンうがい液４％「ＴＯＡ」,東亜薬品,後発品,,,24.3,,
